Species	Phylum	Order	Genus	TaxID	B12 synthesis	DMB synthesis	B7 synthesis	B3 synthesis	PABA synthesis
Acidovorax sp. Root70	Proteobacteria	Burkholderiales	Acidovorax	1736590	0	0	1	1	0
Marinobacter sp. LQ44	Proteobacteria	Alteromonadales	Marinobacter	1749259	0	1	1	1	1
Acinetobacter sp. CIP 56.2	Proteobacteria	Pseudomonadales	Acinetobacter	1144672	0	0	1	1	1
Acinetobacter sp. CIP 64.7	Proteobacteria	Pseudomonadales	Acinetobacter	1144673	0	0	1	1	1
Coxiellaceae bacterium CC99	Proteobacteria	Legionellales	root	1590042	0	0	1	0	1
Streptococcus suis	Firmicutes	Lactobacillales	Streptococcus	1307	1	0	0	0	0
Streptococcus gordonii	Firmicutes	Lactobacillales	Streptococcus	1302	0	0	0	0	0
Streptomyces yangpuensis	Actinobacteria	Streptomycetales	Streptomyces	1648182	1	1	0	1	0
Lysobacter sp. Root983	Proteobacteria	Xanthomonadales	Lysobacter	1736613	0	1	1	0	1
Lysobacter sp. Root96	Proteobacteria	Xanthomonadales	Lysobacter	1736612	0	0	1	0	1
Ensifer sp. Root954	Proteobacteria	Rhizobiales	Ensifer	1736611	1	1	1	1	0
Flavobacterium sp. Root935	Bacteroidetes	Flavobacteriales	Flavobacterium	1736610	0	1	0	0	1
Streptococcus thermophilus	Firmicutes	Lactobacillales	Streptococcus	1308	0	0	0	0	0
Streptococcus mutans	Firmicutes	Lactobacillales	Streptococcus	1309	0	0	0	0	0
Thiorhodovibrio sp. 970	Proteobacteria	Chromatiales	Thiorhodovibrio	631362	0	0	1	1	1
Acetobacterium dehalogenans	Firmicutes	Clostridiales	Acetobacterium	82116	1	1	0	1	1
Neisseria sicca	Proteobacteria	Neisseriales	Neisseria	490	0	0	0	1	0
Serratia sp. Ag2	Proteobacteria	Enterobacteriales	Serratia	1532556	0	0	1	1	1
Achromobacter sp. RTa	Proteobacteria	Burkholderiales	Achromobacter	1532557	0	0	1	1	0
Brevundimonas sp. DS20	Proteobacteria	Caulobacterales	Brevundimonas	1532555	0	0	0	1	0
Rhizobium sp. YS-1r	Proteobacteria	Rhizobiales	Rhizobium	1532558	1	1	0	1	1
Methylobacterium sp. Leaf99	Proteobacteria	Rhizobiales	Methylobacterium	1736251	1	1	1	1	1
Erwinia toletana	Proteobacteria	Enterobacteriales	Erwinia	92490	0	0	1	1	1
Skermanella aerolata	Proteobacteria	Rhodospirillales	Skermanella	393310	1	1	0	1	1
alpha proteobacterium Mf 1.05b.01	Proteobacteria	root	root	1282876	0	1	1	1	1
Erythrobacter gangjinensis	Proteobacteria	Sphingomonadales	Erythrobacter	502682	0	0	1	1	0
Oceanibaculum indicum	Proteobacteria	Rhodospirillales	Oceanibaculum	526216	0	0	0	0	0
Planococcus antarcticus	Firmicutes	Bacillales	Planococcus	161360	0	0	0	1	1
Nocardioides sp. JS614	Actinobacteria	Propionibacteriales	Nocardioides	196162	1	1	1	1	0
Desulfotomaculum sp. 46_80	Firmicutes	Clostridiales	Desulfotomaculum	1641375	0	1	1	1	1
Achromobacter piechaudii	Proteobacteria	Burkholderiales	Achromobacter	72556	0	0	1	0	0
Acinetobacter sp. V2	Proteobacteria	Pseudomonadales	Acinetobacter	1051623	0	0	1	1	1
Lysobacter gummosus	Proteobacteria	Xanthomonadales	Lysobacter	262324	0	0	1	0	1
Sphingomonas sp. PAMC 26621	Proteobacteria	Sphingomonadales	Sphingomonas	1112213	1	1	1	1	0
Bacillus shacheensis	Firmicutes	Bacillales	Bacillus	1649580	0	0	0	1	1
Sphingomonas sp. PAMC 26617	Proteobacteria	Sphingomonadales	Sphingomonas	1112216	1	1	1	1	0
Salinibacterium sp. PAMC 21357	Actinobacteria	Micrococcales	Salinibacterium	1112215	0	0	0	1	0
Sphingomonas sp. PAMC 26605	Proteobacteria	Sphingomonadales	Sphingomonas	1112214	1	1	1	1	0
Pantoea sp. Sc1	Proteobacteria	Enterobacteriales	Pantoea	593105	0	0	1	1	1
Lactobacillus gastricus	Firmicutes	Lactobacillales	Lactobacillus	227942	0	0	0	0	0
Desulfotomaculum sp. BICA1-6	Firmicutes	Clostridiales	Desulfotomaculum	1531959	0	1	0	1	1
Desulfosporosinus sp. BICA1-9	Firmicutes	Clostridiales	Desulfosporosinus	1531958	1	1	1	1	1
Caldicoprobacter oshimai	Firmicutes	Clostridiales	Caldicoprobacter	551788	0	1	0	0	0
[Clostridium] propionicum DSM 1682	Firmicutes	Clostridiales	Tyzzerella	991789	0	0	1	1	0
Croceibacter atlanticus	Bacteroidetes	Flavobacteriales	Croceibacter	313588	0	0	1	0	1
Microterricola viridarii	Actinobacteria	Micrococcales	Microterricola	412690	0	0	0	1	0
Janibacter sp. HTCC2649	Actinobacteria	Micrococcales	Janibacter	313589	1	1	0	1	1
Idiomarina sp. A28L	Proteobacteria	Alteromonadales	Idiomarina	1036674	0	0	1	1	1
Sulfuricella denitrificans	Proteobacteria	Sulfuricellales	Sulfuricella	649841	0	0	1	1	1
Mucilaginibacter paludis	Bacteroidetes	Sphingobacteriales	Mucilaginibacter	423351	0	0	1	1	1
Corynebacterium glyciniphilum	Actinobacteria	Corynebacteriales	Corynebacterium	1404244	0	0	1	1	0
Streptococcus ovis	Firmicutes	Lactobacillales	Streptococcus	82806	0	0	0	0	0
Leptospira kmetyi	Spirochaetes	root	Leptospira	408139	1	0	1	1	0
Streptomyces davawensis	Actinobacteria	Streptomycetales	Streptomyces	348043	1	0	0	1	0
Shewanella sp. ZOR0012	Proteobacteria	Alteromonadales	Shewanella	1339231	0	0	1	1	1
Nitrosomonas sp. Is79A3	Proteobacteria	Nitrosomonadales	Nitrosomonas	261292	0	1	1	1	0
Microbacterium sp. ZOR0019	Actinobacteria	Micrococcales	Microbacterium	1339233	0	0	0	1	1
Kocuria sp. ZOR0020	Actinobacteria	Micrococcales	Kocuria	1339234	0	0	0	0	0
Sporomusa sp. An4	Firmicutes	Selenomonadales	Sporomusa	411922	1	1	1	1	1
Ensifer sp. ZNC0028	Proteobacteria	Rhizobiales	Ensifer	1339236	1	1	1	1	1
Bradyrhizobium sp. ORS 278	Proteobacteria	Rhizobiales	Bradyrhizobium	114615	1	1	0	1	0
Methylobacterium nodulans	Proteobacteria	Rhizobiales	Methylobacterium	114616	1	1	1	1	1
Alcanivorax jadensis	Proteobacteria	Oceanospirillales	Alcanivorax	64988	0	0	1	1	1
Pelosinus sp. UFO1	Firmicutes	Selenomonadales	Pelosinus	484770	1	1	1	1	1
Terriglobus saanensis	Acidobacteria	Acidobacteriales	Terriglobus	870903	0	0	0	1	0
Salinicoccus carnicancri	Firmicutes	Bacillales	Salinicoccus	558170	0	0	0	1	1
Clostridiales bacterium S5-A14a	Firmicutes	Clostridiales	root	1230734	1	0	0	0	0
Streptomyces sp. M10	Actinobacteria	Streptomycetales	Streptomyces	412968	0	1	0	0	0
Tissierellia bacterium S5-A11	Firmicutes	root	root	1230730	1	0	0	1	0
Burkholderia rhizoxinica	Proteobacteria	Burkholderiales	Burkholderia	412963	0	0	0	1	0
Actinomyces odontolyticus	Actinobacteria	Actinomycetales	Actinomyces	1660	0	0	0	0	0
Corynebacterium sp. HFH0082	Actinobacteria	Corynebacteriales	Corynebacterium	1078764	1	1	0	1	0
Henriciella marina	Proteobacteria	Rhodobacterales	Henriciella	453851	0	0	0	1	0
Joostella marina	Bacteroidetes	Flavobacteriales	Joostella	453852	0	0	1	0	1
candidate division WOR_3 bacterium SM23_42	candidate division WOR-3	root	root	1703779	0	1	0	1	0
Olsenella profusa	Actinobacteria	Coriobacteriales	Olsenella	138595	0	0	0	1	0
Achromatium sp. WMS2	Proteobacteria	Thiotrichales	Achromatium	1604835	0	0	0	1	1
Achromatium sp. WMS3	Proteobacteria	Thiotrichales	Achromatium	1604836	0	0	0	1	1
Burkholderia bryophila	Proteobacteria	Burkholderiales	Burkholderia	420952	1	1	1	1	0
Selenomonas ruminantium	Firmicutes	Selenomonadales	Selenomonas	971	1	0	1	1	0
Cellulophaga lytica	Bacteroidetes	Flavobacteriales	Cellulophaga	979	0	0	1	0	1
Thiothrix flexilis	Proteobacteria	Thiotrichales	Thiothrix	125627	0	0	1	1	1
Anaeromyxobacter sp. PSR-1	Proteobacteria	Myxococcales	Anaeromyxobacter	1300915	0	0	1	1	1
Dietzia alimentaria	Actinobacteria	Corynebacteriales	Dietzia	665550	1	1	0	1	0
Aeromonas sp. ZOR0001	Proteobacteria	Aeromonadales	Aeromonas	1339227	0	0	0	0	1
Firmicutes bacterium CAG:227	Firmicutes	root	root	1263010	1	0	0	1	1
Firmicutes bacterium CAG:238	Firmicutes	root	root	1263011	0	0	0	0	0
Firmicutes bacterium CAG:24	Firmicutes	root	root	1263012	1	0	0	0	0
Firmicutes bacterium CAG:272	Firmicutes	root	root	1263015	0	0	0	0	0
Salsuginibacillus kocurii	Firmicutes	Bacillales	Salsuginibacillus	427078	0	0	0	1	1
Devosia chinhatensis	Proteobacteria	Rhizobiales	Devosia	429727	1	0	0	1	1
Clostridium hydrogeniformans	Firmicutes	Clostridiales	Clostridium	349933	1	0	1	0	1
Uliginosibacterium gangwonense	Proteobacteria	Rhodocyclales	Uliginosibacterium	392736	1	0	1	1	0
Terriglobus roseus	Acidobacteria	Acidobacteriales	Terriglobus	392734	0	1	0	1	0
Acinetobacter sp. VT 511	Proteobacteria	Pseudomonadales	Acinetobacter	1675902	0	0	1	1	1
Bradyrhizobium sp. Tv2a-2	Proteobacteria	Rhizobiales	Bradyrhizobium	113395	1	1	1	1	0
Methylobacterium sp. UNCCL110	Proteobacteria	Rhizobiales	Methylobacterium	1449057	0	0	0	0	1
Achromobacter xylosoxidans	Proteobacteria	Burkholderiales	Achromobacter	85698	0	0	1	1	1
Sphingomonas melonis	Proteobacteria	Sphingomonadales	Sphingomonas	152682	0	0	1	0	0
Longispora albida	Actinobacteria	Micromonosporales	Longispora	203523	1	1	1	1	0
Lactobacillus nasuensis	Firmicutes	Lactobacillales	Lactobacillus	944671	0	0	0	0	0
Candidatus Phytoplasma australiense	Tenericutes	Acholeplasmatales	Candidatus Phytoplasma	59748	0	0	0	0	0
Enterococcus caccae	Firmicutes	Lactobacillales	Enterococcus	317735	0	0	0	0	1
Jannaschia sp. CCS1	Proteobacteria	Rhodobacterales	Jannaschia	290400	1	0	0	0	1
Herbaspirillum sp. B39	Proteobacteria	Burkholderiales	Herbaspirillum	95609	0	1	0	1	0
Sphingobacterium sp. T2	Bacteroidetes	Sphingobacteriales	Sphingobacterium	1590596	0	0	0	0	1
Azospirillum sp. B4	Proteobacteria	Rhodospirillales	Azospirillum	95605	1	1	1	1	1
Rhodopseudomonas sp. B29	Proteobacteria	Rhizobiales	Rhodopseudomonas	95607	1	1	1	1	0
Sphingomonas-like bacterium B12	Proteobacteria	Sphingomonadales	root	95606	0	0	1	1	0
Azospirillum thiophilum	Proteobacteria	Rhodospirillales	Azospirillum	528244	1	1	0	1	1
Porphyromonas somerae	Bacteroidetes	Bacteroidales	Porphyromonas	322095	1	0	1	1	0
Bradyrhizobium sp. Ai1a-2	Proteobacteria	Rhizobiales	Bradyrhizobium	196490	1	1	1	1	0
Deinococcus swuensis	Deinococcus-Thermus	Deinococcales	Deinococcus	1182571	0	0	0	0	0
Pseudomonas brassicacearum	Proteobacteria	Pseudomonadales	Pseudomonas	930166	1	1	1	1	1
Salinicoccus luteus	Firmicutes	Bacillales	Salinicoccus	367840	0	0	0	0	1
Bifidobacterium bifidum	Actinobacteria	Bifidobacteriales	Bifidobacterium	1681	0	0	0	1	0
Bacillus sp. FJAT-21351	Firmicutes	Bacillales	Bacillus	1581029	1	1	1	1	1
Bifidobacterium angulatum	Actinobacteria	Bifidobacteriales	Bifidobacterium	1683	0	0	0	1	0
Herbaspirillum sp. CF444	Proteobacteria	Burkholderiales	Herbaspirillum	1144319	1	1	0	1	0
Polaromonas sp. CF318	Proteobacteria	Burkholderiales	Polaromonas	1144318	0	1	1	1	0
Bifidobacterium coryneforme	Actinobacteria	Bifidobacteriales	Bifidobacterium	1687	0	0	0	0	0
Variovorax sp. CF313	Proteobacteria	Burkholderiales	Variovorax	1144315	0	1	1	1	0
Bifidobacterium cuniculi	Actinobacteria	Bifidobacteriales	Bifidobacterium	1688	0	0	0	0	0
Acidovorax sp. CF316	Proteobacteria	Burkholderiales	Acidovorax	1144317	1	0	1	1	0
Chryseobacterium sp. CF314	Bacteroidetes	Flavobacteriales	Chryseobacterium	1144316	0	0	1	1	0
Brevibacillus sp. CF112	Firmicutes	Bacillales	Brevibacillus	1144311	1	1	1	1	1
Rhizobium sp. CF080	Proteobacteria	Rhizobiales	Rhizobium	1144310	1	1	0	1	1
Flavobacterium sp. CF136	Bacteroidetes	Flavobacteriales	Flavobacterium	1144313	0	1	1	0	1
Rhizobium sp. CF122	Proteobacteria	Rhizobiales	Rhizobium	1144312	1	1	1	1	0
Eubacterium sp. CAG:146	Firmicutes	Clostridiales	Eubacterium	1262879	1	0	0	1	0
Eubacterium sp. CAG:115	Firmicutes	Clostridiales	Eubacterium	1262878	1	0	0	1	0
Ignavibacterium album	Ignavibacteriae	Ignavibacteriales	Ignavibacterium	591197	0	0	0	1	1
Desulfovermiculus halophilus	Proteobacteria	Desulfovibrionales	Desulfovermiculus	339722	1	0	1	1	1
Paracoccus aminophilus	Proteobacteria	Rhodobacterales	Paracoccus	34003	1	1	1	1	1
Dorea sp. CAG:317	Firmicutes	Clostridiales	Dorea	1262873	0	0	0	1	0
Cryobacterium roopkundense	Actinobacteria	Micrococcales	Cryobacterium	1001240	0	0	0	1	0
Paracoccus versutus	Proteobacteria	Rhodobacterales	Paracoccus	34007	1	1	1	1	1
Lachnospira multipara	Firmicutes	Clostridiales	Lachnospira	28051	0	0	0	1	0
Algoriphagus marincola	Bacteroidetes	Cytophagales	Algoriphagus	264027	0	0	0	0	1
Arthrobacter sp. MWB30	Actinobacteria	Micrococcales	Arthrobacter	1534409	0	0	0	1	0
Brevibacillus laterosporus	Firmicutes	Bacillales	Brevibacillus	1465	1	1	1	1	1
Paenibacillus larvae	Firmicutes	Bacillales	Paenibacillus	1464	1	0	0	1	1
Acidovorax delafieldii	Proteobacteria	Burkholderiales	Acidovorax	47920	1	1	1	1	0
Geobacillus kaustophilus	Firmicutes	Bacillales	Geobacillus	1462	1	0	1	1	1
Methylocaldum szegediense	Proteobacteria	Methylococcales	Methylocaldum	73780	0	1	1	1	1
Desulfotalea psychrophila	Proteobacteria	Desulfobacterales	Desulfotalea	84980	1	0	1	1	0
Virgibacillus sp. CM-4	Firmicutes	Bacillales	Virgibacillus	1354277	0	0	1	1	1
Cycloclasticus sp. P1	Proteobacteria	Thiotrichales	Cycloclasticus	385025	0	0	1	1	1
Acidithiobacillus ferrivorans	Proteobacteria	Acidithiobacillales	Acidithiobacillus	160808	0	0	1	1	1
Bacillus psychrosaccharolyticus	Firmicutes	Bacillales	Bacillus	1407	0	0	0	0	1
Alicyclobacillus hesperidum	Firmicutes	Bacillales	Alicyclobacillus	89784	0	1	0	1	1
Sphingomonas sp. Ag1	Proteobacteria	Sphingomonadales	Sphingomonas	1642949	0	0	0	1	0
Tolypothrix bouteillei	Cyanobacteria	Nostocales	Tolypothrix	1246981	1	0	1	1	0
Burkholderia sp. BGK	Proteobacteria	Burkholderiales	Burkholderia	1487955	1	1	1	1	1
Candidatus Paracaedibacter acanthamoebae	Proteobacteria	Rickettsiales	Candidatus Paracaedibacter	91604	0	0	0	0	1
Desulfosporosinus meridiei	Firmicutes	Clostridiales	Desulfosporosinus	79209	1	1	0	1	1
Corynebacterium sp. ATCC 6931	Actinobacteria	Corynebacteriales	Corynebacterium	1487956	1	1	1	1	0
Leptolyngbya sp. JSC-1	Cyanobacteria	Oscillatoriales	Leptolyngbya	1487953	1	0	1	1	0
Pseudomonas sp. PTA1	Proteobacteria	Pseudomonadales	Pseudomonas	1500297	1	0	0	0	1
Sphingobium yanoikuyae	Proteobacteria	Sphingomonadales	Sphingobium	13690	1	1	1	1	0
Mesotoga infera	Thermotogae	Kosmotogales	Mesotoga	1236046	0	0	0	0	0
Pseudomonas syringae	Proteobacteria	Pseudomonadales	Pseudomonas	317	1	1	1	1	1
Pseudomonas stutzeri	Proteobacteria	Pseudomonadales	Pseudomonas	316	1	1	1	1	1
Plantibacter sp. Leaf171	Actinobacteria	Micrococcales	Plantibacter	1736284	0	0	0	1	0
Frigoribacterium sp. Leaf172	Actinobacteria	Micrococcales	Frigoribacterium	1736285	0	0	0	0	0
Pedobacter sp. Leaf176	Bacteroidetes	Sphingobacteriales	Pedobacter	1736286	0	0	1	1	1
Burkholderia sp. Leaf177	Proteobacteria	Burkholderiales	Burkholderia	1736287	1	1	1	1	0
Acidovorax sp. Leaf160	Proteobacteria	Burkholderiales	Acidovorax	1736280	1	1	1	1	0
Microbacterium sp. Leaf161	Actinobacteria	Micrococcales	Microbacterium	1736281	0	0	0	1	1
Frigoribacterium sp. Leaf164	Actinobacteria	Micrococcales	Frigoribacterium	1736282	0	0	0	0	0
Brevundimonas sp. Leaf168	Proteobacteria	Caulobacterales	Brevundimonas	1736283	0	0	0	1	0
Microbacterium sp. Leaf179	Actinobacteria	Micrococcales	Microbacterium	1736288	0	0	0	1	0
Vibrio sp. DCR 1-4-12	Proteobacteria	Vibrionales	Vibrio	1461323	0	0	1	1	1
Kutzneria albida	Actinobacteria	Pseudonocardiales	Kutzneria	43357	1	1	0	1	0
Lentisphaera araneosa	Lentisphaerae	Lentisphaerales	Lentisphaera	256847	0	1	1	1	0
Salinivibrio costicola	Proteobacteria	Vibrionales	Salinivibrio	51367	0	0	1	0	1
Frankia sp. ACN1ag	Actinobacteria	Frankiales	Frankia	102891	1	1	0	1	0
Listeria grandensis	Firmicutes	Bacillales	Listeria	1494963	0	0	0	0	1
Streptomyces ochraceiscleroticus	Actinobacteria	Streptomycetales	Streptomyces	47761	1	1	0	1	0
[Clostridium] aerotolerans	Firmicutes	Clostridiales	Lachnoclostridium	36832	1	0	0	0	0
Gluconobacter oxydans	Proteobacteria	Rhodospirillales	Gluconobacter	442	1	1	1	1	1
Saccharopolyspora spinosa	Actinobacteria	Pseudonocardiales	Saccharopolyspora	60894	0	1	0	1	0
Magnetococcus marinus	Proteobacteria	Magnetococcales	Magnetococcus	1124597	1	1	1	1	0
Phaeobacter gallaeciensis	Proteobacteria	Rhodobacterales	Phaeobacter	60890	1	1	1	1	0
Desulfobacca acetoxidans	Proteobacteria	Syntrophobacterales	Desulfobacca	60893	1	1	1	1	1
Acetobacter orleanensis	Proteobacteria	Rhodospirillales	Acetobacter	104099	0	1	1	1	1
Marinobacter sp. AK21	Proteobacteria	Alteromonadales	Marinobacter	1137280	0	1	1	1	1
Tatumella saanichensis	Proteobacteria	Enterobacteriales	Tatumella	480813	0	0	0	0	1
Escherichia sp. 3_2_53FAA	Proteobacteria	Enterobacteriales	Escherichia	469598	0	0	1	1	1
Flavobacterium gelidilacus	Bacteroidetes	Flavobacteriales	Flavobacterium	206041	0	0	0	0	1
Citrobacter sp. 30_2	Proteobacteria	Enterobacteriales	Citrobacter	469595	1	0	1	1	1
Bifidobacterium sp. 12_1_47BFAA	Actinobacteria	Bifidobacteriales	Bifidobacterium	469594	0	0	0	1	0
Coprobacillus sp. 8_2_54BFAA	Firmicutes	Erysipelotrichales	Coprobacillus	469597	0	0	0	1	0
Coprobacillus sp. 29_1	Firmicutes	Erysipelotrichales	Coprobacillus	469596	0	0	0	0	0
Parabacteroides sp. 20_3	Bacteroidetes	Bacteroidales	Parabacteroides	469591	1	0	1	1	0
Bacteroides sp. 2_2_4	Bacteroidetes	Bacteroidales	Bacteroides	469590	0	0	1	1	0
Bacteroides sp. 3_1_40A	Bacteroidetes	Bacteroidales	Bacteroides	469593	1	0	1	1	0
Bacteroides sp. 3_1_19	Bacteroidetes	Bacteroidales	Bacteroides	469592	1	0	0	1	0
Desulfobacter postgatei	Proteobacteria	Desulfobacterales	Desulfobacter	2293	1	0	0	1	0
Desulfobacter curvatus	Proteobacteria	Desulfobacterales	Desulfobacter	2290	1	0	1	1	1
Streptomyces specialis	Actinobacteria	Streptomycetales	Streptomyces	498367	1	0	0	1	0
Chryseobacterium sp. FF12	Bacteroidetes	Flavobacteriales	Chryseobacterium	1608584	0	0	0	1	0
Lysobacter sp. A03	Proteobacteria	Xanthomonadales	Lysobacter	1199154	0	0	0	0	1
Streptococcus sp. FF10	Firmicutes	Lactobacillales	Streptococcus	1608583	1	0	0	0	0
Streptomyces toyocaensis	Actinobacteria	Streptomycetales	Streptomyces	55952	1	1	0	1	0
Thioflavicoccus mobilis	Proteobacteria	Chromatiales	Thioflavicoccus	80679	1	0	1	1	1
Pantoea rwandensis	Proteobacteria	Enterobacteriales	Pantoea	1076550	0	0	1	1	1
Cylindrospermum stagnale	Cyanobacteria	Nostocales	Cylindrospermum	142864	1	0	1	1	1
Stenotrophomonas ginsengisoli	Proteobacteria	Xanthomonadales	Stenotrophomonas	336566	0	0	0	0	0
Thiomicrospira halophila	Proteobacteria	Thiotrichales	Thiomicrospira	373391	0	0	1	1	1
Streptomyces sp. WM6386	Actinobacteria	Streptomycetales	Streptomyces	1415558	1	1	0	1	0
Streptomyces sp. WM6391	Actinobacteria	Streptomycetales	Streptomyces	1415559	1	1	0	1	0
Protochlamydia naegleriophila	Chlamydiae	Chlamydiales	Candidatus Protochlamydia	389348	0	0	1	0	1
Streptomyces sp. WM6349	Actinobacteria	Streptomycetales	Streptomyces	1415552	1	1	0	0	0
Aliagarivorans taiwanensis	Proteobacteria	Alteromonadales	Aliagarivorans	561966	0	0	1	0	1
Aliagarivorans marinus	Proteobacteria	Alteromonadales	Aliagarivorans	561965	0	0	1	0	1
Streptomyces sp. WM4235	Actinobacteria	Streptomycetales	Streptomyces	1415551	1	0	0	1	0
Streptomyces sp. WM6373	Actinobacteria	Streptomycetales	Streptomyces	1415556	1	1	0	0	0
Streptomyces sp. WM6378	Actinobacteria	Streptomycetales	Streptomyces	1415557	1	1	0	1	0
Streptomyces sp. WM6368	Actinobacteria	Streptomycetales	Streptomyces	1415554	1	0	0	1	0
Streptomyces sp. WM6372	Actinobacteria	Streptomycetales	Streptomyces	1415555	1	1	0	1	0
Flammeovirga sp. SJP92	Bacteroidetes	Cytophagales	Flammeovirga	1775430	1	1	1	1	1
Streptococcus sp. M143	Firmicutes	Lactobacillales	Streptococcus	563037	0	0	0	0	0
Streptococcus sp. C300	Firmicutes	Lactobacillales	Streptococcus	563036	0	0	0	0	0
Prevotella sp. C561	Bacteroidetes	Bacteroidales	Prevotella	563031	0	0	0	1	0
Streptococcus sp. M334	Firmicutes	Lactobacillales	Streptococcus	563038	0	0	0	0	0
Photobacterium aphoticum	Proteobacteria	Vibrionales	Photobacterium	754436	0	0	1	1	1
Gracilibacillus sp. Awa-1	Firmicutes	Bacillales	Gracilibacillus	1564956	0	0	0	1	0
Staphylococcus schweitzeri	Firmicutes	Bacillales	Staphylococcus	1654388	0	0	1	0	1
Lactobacillus selangorensis	Firmicutes	Lactobacillales	Lactobacillus	81857	0	0	0	0	0
Patulibacter americanus	Actinobacteria	Solirubrobacterales	Patulibacter	588672	0	1	0	1	0
Mycobacterium elephantis	Actinobacteria	Corynebacteriales	Mycobacterium	81858	1	1	0	1	0
Rubrobacter aplysinae	Actinobacteria	Rubrobacterales	Rubrobacter	909625	1	0	0	1	0
Thalassolituus oleivorans	Proteobacteria	Oceanospirillales	Thalassolituus	187493	0	0	1	1	1
Thermus sp. 2.9	Deinococcus-Thermus	Thermales	Thermus	1577051	1	0	0	1	0
Acinetobacter sp. WC-743	Proteobacteria	Pseudomonadales	Acinetobacter	903945	0	0	1	1	1
Lactobacillus vaccinostercus	Firmicutes	Lactobacillales	Lactobacillus	176291	0	0	0	0	0
Halomonas halocynthiae	Proteobacteria	Oceanospirillales	Halomonas	176290	0	0	1	1	1
Leifsonia sp. Root1293	Actinobacteria	Micrococcales	Leifsonia	1736446	0	0	0	0	0
Anoxybacillus sp. SK3-4	Firmicutes	Bacillales	Anoxybacillus	654421	1	0	1	1	1
Desulfovibrio fructosivorans	Proteobacteria	Desulfovibrionales	Desulfovibrio	878	1	0	1	1	0
Desulfovibrio gigas	Proteobacteria	Desulfovibrionales	Desulfovibrio	879	1	0	0	1	1
Desulfovibrio desulfuricans	Proteobacteria	Desulfovibrionales	Desulfovibrio	876	1	1	1	1	1
Desulfovibrio africanus	Proteobacteria	Desulfovibrionales	Desulfovibrio	873	1	0	1	1	1
Dichelobacter nodosus	Proteobacteria	Cardiobacteriales	Dichelobacter	870	0	0	0	0	0
Curtobacterium citreum	Actinobacteria	Micrococcales	Curtobacterium	2036	0	0	0	1	0
Curtobacterium flaccumfaciens	Actinobacteria	Micrococcales	Curtobacterium	2035	0	0	0	1	0
Microbacterium testaceum	Actinobacteria	Micrococcales	Microbacterium	2033	0	0	0	1	0
Kibdelosporangium aridum	Actinobacteria	Pseudonocardiales	Kibdelosporangium	2030	1	1	0	1	0
Carnobacterium gallinarum	Firmicutes	Lactobacillales	Carnobacterium	2749	0	0	0	0	1
Carnobacterium divergens	Firmicutes	Lactobacillales	Carnobacterium	2748	0	0	0	0	0
Pseudomonas sp. CF161	Proteobacteria	Pseudomonadales	Pseudomonas	911241	1	1	1	1	1
Pseudomonas sp. CF150	Proteobacteria	Pseudomonadales	Pseudomonas	911240	1	1	1	1	1
Tropheryma whipplei	Actinobacteria	Micrococcales	Tropheryma	2039	0	0	0	0	0
Pseudomonas sp. CFII64	Proteobacteria	Pseudomonadales	Pseudomonas	911242	1	1	1	1	1
Acinetobacter ursingii	Proteobacteria	Pseudomonadales	Acinetobacter	108980	0	0	1	0	1
Acinetobacter schindleri	Proteobacteria	Pseudomonadales	Acinetobacter	108981	0	0	0	1	1
Mycobacterium sinense	Actinobacteria	Corynebacteriales	Mycobacterium	875328	1	1	1	1	0
Flavobacterium frigoris	Bacteroidetes	Flavobacteriales	Flavobacterium	229204	0	0	0	0	1
Pseudonocardia spinosispora	Actinobacteria	Pseudonocardiales	Pseudonocardia	103441	1	1	0	1	0
Selenomonas sp. CM52	Firmicutes	Selenomonadales	Selenomonas	936381	1	0	1	0	1
Marinomonas sp. MWYL1	Proteobacteria	Oceanospirillales	Marinomonas	400668	1	1	1	1	1
Thermodesulfatator indicus	Thermodesulfobacteria	Thermodesulfobacteriales	Thermodesulfatator	171695	1	1	1	1	0
Fictibacillus enclensis	Firmicutes	Bacillales	Fictibacillus	1017270	1	1	0	1	1
Domibacillus enclensis	Firmicutes	Bacillales	Domibacillus	1017273	0	0	0	1	1
Exiguobacterium enclense	Firmicutes	Bacillales	Exiguobacterium	1017277	0	0	0	1	1
Aeribacillus pallidus	Firmicutes	Bacillales	Aeribacillus	33936	1	1	0	0	1
Lysinibacillus macroides	Firmicutes	Bacillales	Lysinibacillus	33935	1	0	1	1	1
Anoxybacillus flavithermus	Firmicutes	Bacillales	Anoxybacillus	33934	1	0	1	1	1
Wenzhouxiangella marina	Proteobacteria	Chromatiales	Wenzhouxiangella	1579979	0	0	1	0	1
Rhizobium undicola	Proteobacteria	Rhizobiales	Rhizobium	78527	1	1	0	1	0
Acidiphilium multivorum	Proteobacteria	Rhodospirillales	Acidiphilium	62140	0	1	0	0	0
Desulfitibacter sp. BRH_c19	Firmicutes	Clostridiales	Desulfitibacter	1734395	1	1	0	1	1
Desulfosporosinus sp. BRH_c37	Firmicutes	Clostridiales	Desulfosporosinus	1734396	1	1	1	1	1
Lutibacter sp. BRH_c52	Bacteroidetes	Flavobacteriales	Lutibacter	1734397	0	0	0	1	1
Gracilibacter sp. BRH_c7a	Firmicutes	Clostridiales	Gracilibacter	1734398	1	0	0	1	1
